These results were downloaded and refreshed on October   22, 2019 at 12:26 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 22 octobre 2019 à 12h26 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
35048	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	preliminary	préliminaires	Mclay		Dylan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9213	15.9	0	57864
35048	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	preliminary	préliminaires	Rood		Lianne	Conservative	Conservateur	28489	49.2	0	57864
35049	Lanark--Frontenac--Kingston	Lanark--Frontenac--Kingston	preliminary	préliminaires	Barton		Matthew	People's Party	Parti populaire	1089	1.8	0	60868
35049	Lanark--Frontenac--Kingston	Lanark--Frontenac--Kingston	preliminary	préliminaires	Kennedy		Kayley	Liberal	Libéral	14926	24.5	0	60868
35049	Lanark--Frontenac--Kingston	Lanark--Frontenac--Kingston	preliminary	préliminaires	Kotze		Stephen	Green Party	Parti Vert	6770	11.1	0	60868
35049	Lanark--Frontenac--Kingston	Lanark--Frontenac--Kingston	preliminary	préliminaires	Reid		Scott	Conservative	Conservateur	29405	48.3	0	60868
35049	Lanark--Frontenac--Kingston	Lanark--Frontenac--Kingston	preliminary	préliminaires	Schilling		Satinka	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8678	14.3	0	60868
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	Leeds-Grenville-Thousand Islands et Rideau Lakes	preliminary	préliminaires	Barrett		Michael	Conservative	Conservateur	28435	49.2	0	57799
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	Leeds-Grenville-Thousand Islands et Rideau Lakes	preliminary	préliminaires	Bennett		Josh	Liberal	Libéral	15266	26.4	0	57799
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	Leeds-Grenville-Thousand Islands et Rideau Lakes	preliminary	préliminaires	Hindle		Evan	People's Party	Parti populaire	978	1.7	0	57799
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	Leeds-Grenville-Thousand Islands et Rideau Lakes	preliminary	préliminaires	Rekmans		Lorraine	Green Party	Parti Vert	5049	8.7	0	57799
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	Leeds-Grenville-Thousand Islands et Rideau Lakes	preliminary	préliminaires	Taylor		Michelle	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8071	14	0	57799
35051	London--Fanshawe	London--Fanshawe	preliminary	préliminaires	Campbell		Stephen	Independent	Indépendant(e)	297	.5	0	54933
35051	London--Fanshawe	London--Fanshawe	preliminary	préliminaires	Cull		Tom	Green Party	Parti Vert	2750	5	0	54933
35051	London--Fanshawe	London--Fanshawe	preliminary	préliminaires	Hammoud		Mohamed	Liberal	Libéral	14679	26.7	0	54933
35051	London--Fanshawe	London--Fanshawe	preliminary	préliminaires	Kosoian		Bela	People's Party	Parti populaire	1121	2	0	54933
35051	London--Fanshawe	London--Fanshawe	preliminary	préliminaires	Mathyssen		Lindsay	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	22450	40.9	0	54933
35051	London--Fanshawe	London--Fanshawe	preliminary	préliminaires	van Holst		Michael	Conservative	Conservateur	13636	24.8	0	54933
35052	London North Centre	London-Centre-Nord	preliminary	préliminaires	Bokhari		Sarah	Conservative	Conservateur	14291	23.9	0	59777
35052	London North Centre	London-Centre-Nord	preliminary	préliminaires	Dyck		Carol	Green Party	Parti Vert	4509	7.5	0	59777
35052	London North Centre	London-Centre-Nord	preliminary	préliminaires	Fragiskatos		Peter	Liberal	Libéral	25496	42.7	0	59777
35052	London North Centre	London-Centre-Nord	preliminary	préliminaires	Mansur		Salim	People's Party	Parti populaire	1432	2.4	0	59777
35052	London North Centre	London-Centre-Nord	preliminary	préliminaires	Prout		Dirka	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13924	23.3	0	59777
35052	London North Centre	London-Centre-Nord	preliminary	préliminaires	Sorrenti		Clara	Communist	Communiste	125	.2	0	59777
35053	London West	London-Ouest	preliminary	préliminaires	Boudreau		Jacques	Libertarian	Libertarien	524	.7	0	70234
35053	London West	London-Ouest	preliminary	préliminaires	Hodge		Mary Ann	Green Party	Parti Vert	3767	5.4	0	70234
35053	London West	London-Ouest	preliminary	préliminaires	Lewkowitz		Shawna	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15010	21.4	0	70234
35053	London West	London-Ouest	preliminary	préliminaires	Mcmullen		Mike	People's Party	Parti populaire	1161	1.7	0	70234
35053	London West	London-Ouest	preliminary	préliminaires	Snelgrove		Liz	Conservative	Conservateur	19718	28.1	0	70234
35053	London West	London-Ouest	preliminary	préliminaires	Young		Kate	Liberal	Libéral	30054	42.8	0	70234
35054	Markham--Stouffville	Markham--Stouffville	preliminary	préliminaires	Antony		Theodore	Conservative	Conservateur	19570	30.7	0	63654
35054	Markham--Stouffville	Markham--Stouffville	preliminary	préliminaires	Berman		Hal	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4013	6.3	0	63654
35054	Markham--Stouffville	Markham--Stouffville	preliminary	préliminaires	Jaczek		Helena	Liberal	Libéral	24743	38.9	0	63654
35054	Markham--Stouffville	Markham--Stouffville	preliminary	préliminaires	Lin		Jeremy	People's Party	Parti populaire	531	.8	0	63654
35054	Markham--Stouffville	Markham--Stouffville	preliminary	préliminaires	Long		Roy	Green Party	Parti Vert	1581	2.5	0	63654
35054	Markham--Stouffville	Markham--Stouffville	preliminary	préliminaires	Philpott		Jane	Independent	Indépendant(e)	13216	20.8	0	63654
35055	Markham--Thornhill	Markham--Thornhill	preliminary	préliminaires	Macwan		Josephbai	Independent	Indépendant(e)	281	.6	0	44330
35055	Markham--Thornhill	Markham--Thornhill	preliminary	préliminaires	Ng		Mary	Liberal	Libéral	23826	53.7	0	44330
35055	Markham--Thornhill	Markham--Thornhill	preliminary	préliminaires	Remedios		Peter	People's Party	Parti populaire	356	.8	0	44330
35055	Markham--Thornhill	Markham--Thornhill	preliminary	préliminaires	Sahbaz		Paul	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3248	7.3	0	44330
35055	Markham--Thornhill	Markham--Thornhill	preliminary	préliminaires	Williams		Chris	Green Party	Parti Vert	1218	2.7	0	44330
35055	Markham--Thornhill	Markham--Thornhill	preliminary	préliminaires	Yuan		Alex	Conservative	Conservateur	15401	34.7	0	44330
35056	Markham--Unionville	Markham--Unionville	preliminary	préliminaires	Chung		Sarah	People's Party	Parti populaire	863	1.6	0	52464
35056	Markham--Unionville	Markham--Unionville	preliminary	préliminaires	Hines		Gregory	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3393	6.5	0	52464
35056	Markham--Unionville	Markham--Unionville	preliminary	préliminaires	Ho		Alan	Liberal	Libéral	20019	38.2	0	52464
35056	Markham--Unionville	Markham--Unionville	preliminary	préliminaires	Kao		Elvin	Green Party	Parti Vert	2318	4.4	0	52464
35056	Markham--Unionville	Markham--Unionville	preliminary	préliminaires	Saroya		Bob	Conservative	Conservateur	25871	49.3	0	52464
35057	Milton	Milton	preliminary	préliminaires	Dastur		Percy	People's Party	Parti populaire	610	1	0	59005
35057	Milton	Milton	preliminary	préliminaires	Hassan		Farina	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3761	6.4	0	59005
35057	Milton	Milton	preliminary	préliminaires	Hayward		Eleanor	Green Party	Parti Vert	2713	4.6	0	59005
35057	Milton	Milton	preliminary	préliminaires	Raitt		Lisa	Conservative	Conservateur	21454	36.4	0	59005
35057	Milton	Milton	preliminary	préliminaires	van Koeverden		Adam	Liberal	Libéral	30467	51.6	0	59005
35058	Mississauga Centre	Mississauga-Centre	preliminary	préliminaires	Alghabra		Omar	Liberal	Libéral	29472	55.7	0	52948
35058	Mississauga Centre	Mississauga-Centre	preliminary	préliminaires	Micalef		David	People's Party	Parti populaire	825	1.6	0	52948
35058	Mississauga Centre	Mississauga-Centre	preliminary	préliminaires	Mikael		Milad	Conservative	Conservateur	15758	29.8	0	52948
35058	Mississauga Centre	Mississauga-Centre	preliminary	préliminaires	Reinoso		Hugo	Green Party	Parti Vert	1617	3.1	0	52948
35058	Mississauga Centre	Mississauga-Centre	preliminary	préliminaires	Vezina		Greg	Independent	Indépendant(e)	251	.5	0	52948
35058	Mississauga Centre	Mississauga-Centre	preliminary	préliminaires	Walji		Sarah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5025	9.5	0	52948
35059	Mississauga East--Cooksville	Mississauga-Est--Cooksville	preliminary	préliminaires	Di Carlo		Anna	ML	ML	178	.3	0	51079
35059	Mississauga East--Cooksville	Mississauga-Est--Cooksville	preliminary	préliminaires	Fonseca		Peter	Liberal	Libéral	27058	53	0	51079
35059	Mississauga East--Cooksville	Mississauga-Est--Cooksville	preliminary	préliminaires	Lizon		Wladyslaw	Conservative	Conservateur	17237	33.7	0	51079
35059	Mississauga East--Cooksville	Mississauga-Est--Cooksville	preliminary	préliminaires	Rasheed		Maha	Green Party	Parti Vert	1530	3	0	51079
35059	Mississauga East--Cooksville	Mississauga-Est--Cooksville	preliminary	préliminaires	Rizvi		Syed	People's Party	Parti populaire	624	1.2	0	51079
35059	Mississauga East--Cooksville	Mississauga-Est--Cooksville	preliminary	préliminaires	Takacs		Tom	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4452	8.7	0	51079
35060	Mississauga--Erin Mills	Mississauga--Erin Mills	preliminary	préliminaires	Alsabagh		Hazar	People's Party	Parti populaire	650	1.1	0	57954
35060	Mississauga--Erin Mills	Mississauga--Erin Mills	preliminary	préliminaires	Boscarino-Gaetano		Remo	Green Party	Parti Vert	2156	3.7	0	57954
35060	Mississauga--Erin Mills	Mississauga--Erin Mills	preliminary	préliminaires	Khalid		Iqra	Liberal	Libéral	30894	53.3	0	57954
35060	Mississauga--Erin Mills	Mississauga--Erin Mills	preliminary	préliminaires	Tariq		Salman	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5149	8.9	0	57954
35060	Mississauga--Erin Mills	Mississauga--Erin Mills	preliminary	préliminaires	Tawfilis		Hani	Conservative	Conservateur	19105	33	0	57954
35061	Mississauga--Lakeshore	Mississauga--Lakeshore	preliminary	préliminaires	Ambler		Stella	Conservative	Conservateur	22573	37.5	0	60129
35061	Mississauga--Lakeshore	Mississauga--Lakeshore	preliminary	préliminaires	Darby		Carlton	UPC	UPC	96	.2	0	60129
35061	Mississauga--Lakeshore	Mississauga--Lakeshore	preliminary	préliminaires	Laughton		Adam	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4979	8.3	0	60129
35061	Mississauga--Lakeshore	Mississauga--Lakeshore	preliminary	préliminaires	Spengemann		Sven	Liberal	Libéral	28994	48.2	0	60129
35061	Mississauga--Lakeshore	Mississauga--Lakeshore	preliminary	préliminaires	Trentelman		Cynthia	Green Party	Parti Vert	2756	4.6	0	60129
35061	Mississauga--Lakeshore	Mississauga--Lakeshore	preliminary	préliminaires	Vizitiu		Eugen	People's Party	Parti populaire	731	1.2	0	60129
35062	Mississauga--Malton	Mississauga--Malton	preliminary	préliminaires	Bains		Navdeep	Liberal	Libéral	27501	57.4	0	47893
35062	Mississauga--Malton	Mississauga--Malton	preliminary	préliminaires	Buchanan		Prudence	UPC	UPC	320	.7	0	47893
35062	Mississauga--Malton	Mississauga--Malton	preliminary	préliminaires	Chilelli		Frank	ML	ML	89	.2	0	47893
35062	Mississauga--Malton	Mississauga--Malton	preliminary	préliminaires	Clarke		Nikki	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5953	12.4	0	47893
35062	Mississauga--Malton	Mississauga--Malton	preliminary	préliminaires	Gora		Tahir	People's Party	Parti populaire	364	.8	0	47893
35062	Mississauga--Malton	Mississauga--Malton	preliminary	préliminaires	Porter		Christina	Green Party	Parti Vert	1218	2.5	0	47893
35062	Mississauga--Malton	Mississauga--Malton	preliminary	préliminaires	Varughese		Tom	Conservative	Conservateur	12448	26	0	47893
35063	Mississauga--Streetsville	Mississauga--Streetsville	preliminary	préliminaires	Girguis		Samir	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5955	10.3	0	57899
35063	Mississauga--Streetsville	Mississauga--Streetsville	preliminary	préliminaires	Hill		Chris	Green Party	Parti Vert	2695	4.7	0	57899
35063	Mississauga--Streetsville	Mississauga--Streetsville	preliminary	préliminaires	McIver		Thomas	People's Party	Parti populaire	721	1.2	0	57899
35063	Mississauga--Streetsville	Mississauga--Streetsville	preliminary	préliminaires	Melek		Ghada	Conservative	Conservateur	19227	33.2	0	57899
35063	Mississauga--Streetsville	Mississauga--Streetsville	preliminary	préliminaires	Sikand		Gagan	Liberal	Libéral	29058	50.2	0	57899
35063	Mississauga--Streetsville	Mississauga--Streetsville	preliminary	préliminaires	Spizzirri		Natalie	Animal Protection Party	Parti Protection Animaux	243	.4	0	57899
35064	Nepean	Nepean	preliminary	préliminaires	Ansari		Zaff	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8852	13	0	68191
35064	Nepean	Nepean	preliminary	préliminaires	Arya		Chandra	Liberal	Libéral	31098	45.6	0	68191
35064	Nepean	Nepean	preliminary	préliminaires	Cooke		Jean-Luc	Green Party	Parti Vert	4347	6.4	0	68191
35064	Nepean	Nepean	preliminary	préliminaires	Hooda		Azim	People's Party	Parti populaire	719	1.1	0	68191
35064	Nepean	Nepean	preliminary	préliminaires	St. Louis		Brian	Conservative	Conservateur	22849	33.5	0	68191
35064	Nepean	Nepean	preliminary	préliminaires	Wang		Dustan	Communist	Communiste	326	.5	0	68191
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Bauer		Walter	Green Party	Parti Vert	3437	5.7	0	60468
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Baxter		Dorian	PC Party	Parti PC	898	1.5	0	60468
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Brown		Lois	Conservative	Conservateur	23079	38.2	0	60468
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Goble		Laurie	Parti Rhinocéros Party	Parti Rhinocéros Party	101	.2	0	60468
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Kelly		Yvonne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6418	10.6	0	60468
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	McCaughtrie		Andrew	People's Party	Parti populaire	578	1	0	60468
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Van Bynen		Tony	Liberal	Libéral	25957	42.9	0	60468
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Allen		Malcolm	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15358	26.7	0	57510
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Badawey		Vance	Liberal	Libéral	20109	35	0	57510
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Bylsma		Nic	Christian Heritage Party	Parti de l'Héritage Chrétien	306	.5	0	57510
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Jeffs		April	Conservative	Conservateur	17895	31.1	0	57510
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Sainz-Nieto		Andrew	People's Party	Parti populaire	768	1.3	0	57510
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Tomaino		Michael	Green Party	Parti Vert	2999	5.2	0	57510
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Walker		Robert	ML	ML	75	.1	0	57510
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	Baldinelli		Tony	Conservative	Conservateur	24266	35.6	0	68111
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	Barker		Brian	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12264	18	0	68111
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	Kaiser		Andrea	Liberal	Libéral	22079	32.4	0	68111
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	O'Connor		Sandra	Green Party	Parti Vert	3296	4.8	0	68111
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	O'Connor		Tricia	Christian Heritage Party	Parti de l'Héritage Chrétien	353	.5	0	68111
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	Strange		Mike	Independent	Indépendant(e)	4913	7.2	0	68111
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	Taylor		Alexander	People's Party	Parti populaire	940	1.4	0	68111
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Allison		Dean	Conservative	Conservateur	23973	45.5	0	52682
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Bingham		Ian	Liberal	Libéral	16986	32.2	0	52682
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Jonker		Harold	Christian Heritage Party	Parti de l'Héritage Chrétien	993	1.9	0	52682
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Morton		Miles	People's Party	Parti populaire	847	1.6	0	52682
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Rahman		Nameer	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6388	12.1	0	52682
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Teather		Terry	Green Party	Parti Vert	3495	6.6	0	52682
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	Laamanen		Aino	Conservative	Conservateur	10281	21.2	0	48524
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	Lalonde		Casey	Green Party	Parti Vert	2611	5.4	0	48524
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	Paavola		Mikko	People's Party	Parti populaire	1150	2.4	0	48524
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	Paquette		Stef	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15564	32.1	0	48524
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	Serré		Marc G	Liberal	Libéral	18918	39	0	48524
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	preliminary	préliminaires	Boulet		Rob	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9411	20.8	0	45173
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	preliminary	préliminaires	Carr		Jordy	Conservative	Conservateur	12332	27.3	0	45173
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	preliminary	préliminaires	Gomm		Alex	Green Party	Parti Vert	2926	6.5	0	45173
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	preliminary	préliminaires	King		Mark	People's Party	Parti populaire	2403	5.3	0	45173
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	preliminary	préliminaires	Rota		Anthony	Liberal	Libéral	18101	40.1	0	45173
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	preliminary	préliminaires	Lawrence		Philip	Conservative	Conservateur	27218	39.9	0	68268
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	preliminary	préliminaires	MacDonald		Mallory	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9482	13.9	0	68268
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	preliminary	préliminaires	Rudd		Kim	Liberal	Libéral	24706	36.2	0	68268
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	preliminary	préliminaires	Vaughan		Frank	People's Party	Parti populaire	1445	2.1	0	68268
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	preliminary	préliminaires	Wheeldon		Jeff	Green Party	Parti Vert	5417	7.9	0	68268
35072	Oakville	Oakville	preliminary	préliminaires	Adamo		Jerome	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4807	7.8	0	61882
35072	Oakville	Oakville	preliminary	préliminaires	Anand		Anita	Liberal	Libéral	28668	46.3	0	61882
35072	Oakville	Oakville	preliminary	préliminaires	Elwick		James	Green Party	Parti Vert	3459	5.6	0	61882
35072	Oakville	Oakville	preliminary	préliminaires	Meaney		JD	People's Party	Parti populaire	765	1.2	0	61882
35072	Oakville	Oakville	preliminary	préliminaires	Pereira		Sushila	Christian Heritage Party	Parti de l'Héritage Chrétien	137	.2	0	61882
35072	Oakville	Oakville	preliminary	préliminaires	Young		Terence	Conservative	Conservateur	24046	38.9	0	61882
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Damoff		Pam	Liberal	Libéral	32952	48.1	0	68452
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Dion		Nicolas	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5691	8.3	0	68452
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Houghton		Michael	Green Party	Parti Vert	2844	4.2	0	68452
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Jubinville		Gilbert Joseph	People's Party	Parti populaire	736	1.1	0	68452
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Weir		Sean	Conservative	Conservateur	26229	38.3	0	68452
35074	Oshawa	Oshawa	preliminary	préliminaires	Carrie		Colin	Conservative	Conservateur	23989	38.9	0	61614
35074	Oshawa	Oshawa	preliminary	préliminaires	Hossain		Afroza	Liberal	Libéral	15592	25.3	0	61614
35074	Oshawa	Oshawa	preliminary	préliminaires	Mackenzie		Eric	People's Party	Parti populaire	1276	2.1	0	61614
35074	Oshawa	Oshawa	preliminary	préliminaires	Panylo		Shailene	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	17531	28.5	0	61614
35074	Oshawa	Oshawa	preliminary	préliminaires	Ramsden		Jovannah	Green Party	Parti Vert	3117	5.1	0	61614
35074	Oshawa	Oshawa	preliminary	préliminaires	Tomlinson		Jeff	Communist	Communiste	109	.2	0	61614
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Bertrand		Shelby	Animal Protection Party	Parti Protection Animaux	195	.3	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Clemenhagen		Carol	Conservative	Conservateur	9519	12.6	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Corcoran		Coreen	Libertarian	Libertarien	342	.5	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Jones		Chris G	Independent	Indépendant(e)	161	.2	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Keller-Herzog		Angela	Green Party	Parti Vert	5498	7.3	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Leriche		Marie-Chantal	Christian Heritage Party	Parti de l'Héritage Chrétien	194	.3	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	McKenna		Catherine	Liberal	Libéral	36612	48.5	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Ryan		Stuart	Communist	Communiste	110	.1	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Sevilla		Merylee	People's Party	Parti populaire	706	.9	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Taman		Emilie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	22049	29.2	0	75448
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Vo		Giang Ha Thu	Independent	Indépendant(e)	62	.1	0	75448
35076	Orléans	Orléans	preliminary	préliminaires	Bertschi		David	Conservative	Conservateur	22697	28.3	0	80198
35076	Orléans	Orléans	preliminary	préliminaires	Lalonde		Marie-France	Liberal	Libéral	43533	54.3	0	80198
35076	Orléans	Orléans	preliminary	préliminaires	Petersen		Michelle	Green Party	Parti Vert	3727	4.6	0	80198
35076	Orléans	Orléans	preliminary	préliminaires	Saint-Fleur		Roger	People's Party	Parti populaire	964	1.2	0	80198
35076	Orléans	Orléans	preliminary	préliminaires	Wiens		Jacqui	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9277	11.6	0	80198
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Bolaños		Rodrigo André	People's Party	Parti populaire	701	1.1	0	63752
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Bouragba		Ahmed	Independent	Indépendant(e)	149	.2	0	63752
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Gay		Morgan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10130	15.9	0	63752
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Laith		Sarmad	Independent	Indépendant(e)	84	.1	0	63752
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	McGuinty		David	Liberal	Libéral	33433	52.4	0	63752
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Schram		Les	Green Party	Parti Vert	3454	5.4	0	63752
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Tannis		Eli	Conservative	Conservateur	15707	24.6	0	63752
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Wasslen		Larry	Communist	Communiste	94	.1	0	63752
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Altman		Joel	Independent	Indépendant(e)	239	.4	0	62185
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Bernard		Joel E.	Conservative	Conservateur	10766	17.3	0	62185
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Durst		Paul	People's Party	Parti populaire	1186	1.9	0	62185
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Fortier		Mona	Liberal	Libéral	31487	50.6	0	62185
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Legeais		Christian	ML	ML	367	.6	0	62185
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	McHugh		Daniel James	Independent	Indépendant(e)	94	.2	0	62185
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Mercier		Stéphanie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13034	21	0	62185
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Miller		Derek	Parti Rhinocéros Party	Parti Rhinocéros Party	339	.5	0	62185
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Ngabirano		Oriana	Green Party	Parti Vert	4522	7.3	0	62185
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Paquette		Michelle	Communist	Communiste	151	.2	0	62185
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Abdi		Abdul	Conservative	Conservateur	16491	27.2	0	60699
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Cama		Vincent	Communist	Communiste	99	.2	0	60699
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Guevorkian		Serge	People's Party	Parti populaire	820	1.4	0	60699
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Lin		Nick	ML	ML	46	.1	0	60699
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	MacEwen		Angella	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11401	18.8	0	60699
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Moore		Butch	No Affiliation	Aucune appartenance	70	.1	0	60699
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Mulligan		Sean	Christian Heritage Party	Parti de l'Héritage Chrétien	350	.6	0	60699
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Stibbe		David	Green Party	Parti Vert	3823	6.3	0	60699
