These results were downloaded and refreshed on October   22, 2019 at 12:26 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 22 octobre 2019 à 12h26 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Vandenbeld		Anita	Liberal	Libéral	27599	45.5	0	60699
35080	Oxford	Oxford	preliminary	préliminaires	Aldred		Melody	Christian Heritage Party	Parti de l'Héritage Chrétien	983	1.6	0	60469
35080	Oxford	Oxford	preliminary	préliminaires	Birtch-Carriere		Lisa	Green Party	Parti Vert	4699	7.8	0	60469
35080	Oxford	Oxford	preliminary	préliminaires	Chambers		Matthew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12188	20.2	0	60469
35080	Oxford	Oxford	preliminary	préliminaires	Knight		Brendan	Liberal	Libéral	11621	19.2	0	60469
35080	Oxford	Oxford	preliminary	préliminaires	MacKenzie		Dave	Conservative	Conservateur	29209	48.3	0	60469
35080	Oxford	Oxford	preliminary	préliminaires	Martin		Wendy	People's Party	Parti populaire	1769	2.9	0	60469
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Capra		Nick	Green Party	Parti Vert	3898	6.5	0	59952
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Gershuny		Lorne	ML	ML	43	.1	0	59952
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Pabani		Alykhan	Communist	Communiste	120	.2	0	59952
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Parker		Terry	Radical Marijuana	Radical Marijuana	118	.2	0	59952
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Pham		Adam	Conservative	Conservateur	7960	13.3	0	59952
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Taylor		Paul	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	18777	31.3	0	59952
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Virani		Arif	Liberal	Libéral	28408	47.4	0	59952
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Wycliffe		Greg	People's Party	Parti populaire	628	1	0	59952
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Aitchison		Scott	Conservative	Conservateur	22676	41.9	0	54080
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Cowie		Trisha	Liberal	Libéral	16418	30.4	0	54080
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Miller		Gord	Green Party	Parti Vert	8274	15.3	0	54080
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Predie Jr		Daniel	Independent	Indépendant(e)	376	.7	0	54080
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Young		Tom	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6336	11.7	0	54080
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	DeVries		Irma	Christian Heritage Party	Parti de l'Héritage Chrétien	733	1.3	0	54921
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	Fuhr		Roger	People's Party	Parti populaire	894	1.6	0	54921
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	Krauter		Geoff	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8081	14.7	0	54921
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	Mitchell		Pirie	Liberal	Libéral	14827	27	0	54921
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	Nater		John	Conservative	Conservateur	25504	46.4	0	54921
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	Simmons		Collan	Green Party	Parti Vert	4882	8.9	0	54921
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Bowers		Robert M	Independent	Indépendant(e)	176	.3	0	68854
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	MacGregor		Andrew	Green Party	Parti Vert	4857	7.1	0	68854
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Monsef		Maryam	Liberal	Libéral	26979	39.2	0	68854
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Murphy		Alexander	People's Party	Parti populaire	876	1.3	0	68854
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Ranney		Ken	Stop Climate Change	Arrêtonslechangementclimatique	172	.2	0	68854
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Shaw		Candace	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11698	17	0	68854
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Skinner		Michael	Conservative	Conservateur	24096	35	0	68854
35085	Pickering--Uxbridge	Pickering--Uxbridge	preliminary	préliminaires	Chisu		Corneliu	People's Party	Parti populaire	1239	2	0	62751
35085	Pickering--Uxbridge	Pickering--Uxbridge	preliminary	préliminaires	Forint		Peter	Green Party	Parti Vert	3711	5.9	0	62751
35085	Pickering--Uxbridge	Pickering--Uxbridge	preliminary	préliminaires	Higdon		Eileen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7462	11.9	0	62751
35085	Pickering--Uxbridge	Pickering--Uxbridge	preliminary	préliminaires	Musarat		Cyma	Conservative	Conservateur	18320	29.2	0	62751
35085	Pickering--Uxbridge	Pickering--Uxbridge	preliminary	préliminaires	O'Connell		Jennifer	Liberal	Libéral	32019	51	0	62751
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Ainsworth		David	People's Party	Parti populaire	1402	2.4	0	57506
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Cherrin		Robert	VCP	CAC	317	.6	0	57506
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Criger		Dan	Independent	Indépendant(e)	1111	1.9	0	57506
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Davis		Jonathan	Independent	Indépendant(e)	198	.3	0	57506
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Gallant		Cheryl	Conservative	Conservateur	30287	52.7	0	57506
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Jones-Whyte		Eileen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8587	14.9	0	57506
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Klietsch		Stefan	Libertarian	Libertarien	255	.4	0	57506
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Kumar		Dheerendra	Independent	Indépendant(e)	915	1.6	0	57506
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Marini		Ruben	Liberal	Libéral	11326	19.7	0	57506
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Pineau		Ian	Green Party	Parti Vert	3108	5.4	0	57506
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	DeVita		Adam	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4425	8.8	0	50249
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	Jowhari		Majid	Liberal	Libéral	21804	43.4	0	50249
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	Kohli		Ichha	Green Party	Parti Vert	1695	3.4	0	50249
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	Menegakis		Costas	Conservative	Conservateur	21692	43.2	0	50249
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	Tvorogov		Igor	People's Party	Parti populaire	507	1	0	50249
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	Wevers		Otto	Parti Rhinocéros Party	Parti Rhinocéros Party	126	.3	0	50249
35088	Carleton	Carleton	preliminary	préliminaires	Hua		Kevin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6289	9.3	0	67935
35088	Carleton	Carleton	preliminary	préliminaires	Kubanek		Gordon	Green Party	Parti Vert	3302	4.9	0	67935
35088	Carleton	Carleton	preliminary	préliminaires	Musende		Alain	People's Party	Parti populaire	773	1.1	0	67935
35088	Carleton	Carleton	preliminary	préliminaires	Poilievre		Pierre	Conservative	Conservateur	31637	46.6	0	67935
35088	Carleton	Carleton	preliminary	préliminaires	Rodgers		Chris	Liberal	Libéral	25934	38.2	0	67935
35089	St. Catharines	St. Catharines	preliminary	préliminaires	Bittle		Chris	Liberal	Libéral	23817	40.1	0	59370
35089	St. Catharines	St. Catharines	preliminary	préliminaires	DeRoo		Allan	People's Party	Parti populaire	814	1.4	0	59370
35089	St. Catharines	St. Catharines	preliminary	préliminaires	Mason		Travis	Green Party	Parti Vert	3637	6.1	0	59370
35089	St. Catharines	St. Catharines	preliminary	préliminaires	Van Meer		Dennis	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12252	20.6	0	59370
35089	St. Catharines	St. Catharines	preliminary	préliminaires	Waler		Krystina	Conservative	Conservateur	18850	31.8	0	59370
35090	Toronto--St. Paul's	Toronto--St. Paul's	preliminary	préliminaires	Bennett		Carolyn	Liberal	Libéral	32256	54.8	0	58850
35090	Toronto--St. Paul's	Toronto--St. Paul's	preliminary	préliminaires	Climenhaga		Sarah	Green Party	Parti Vert	3914	6.7	0	58850
35090	Toronto--St. Paul's	Toronto--St. Paul's	preliminary	préliminaires	Kellen		John	People's Party	Parti populaire	924	1.6	0	58850
35090	Toronto--St. Paul's	Toronto--St. Paul's	preliminary	préliminaires	Mukherjee		Alok	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9177	15.6	0	58850
35090	Toronto--St. Paul's	Toronto--St. Paul's	preliminary	préliminaires	Truesdell		Jae	Conservative	Conservateur	12579	21.4	0	58850
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	Everaert		Brian	People's Party	Parti populaire	1567	2.7	0	57084
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	Gladu		Marilyn	Conservative	Conservateur	28340	49.6	0	57084
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	Kilner		Adam	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12372	21.7	0	57084
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	Laird		Thomas	Christian Heritage Party	Parti de l'Héritage Chrétien	541	.9	0	57084
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	Lemieux		Carmen	Liberal	Libéral	11824	20.7	0	57084
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	Smith		Peter Robert	Green Party	Parti Vert	2440	4.3	0	57084
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	McCleary		Sara	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9317	22.6	0	41267
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	McLean		Geo	Green Party	Parti Vert	1781	4.3	0	41267
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	Sheehan		Terry	Liberal	Libéral	16084	39	0	41267
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	Spina		Sonny	Conservative	Conservateur	13352	32.4	0	41267
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	Zuccato		Amy	People's Party	Parti populaire	733	1.8	0	41267
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Hu		Sean	Conservative	Conservateur	15376	37.3	0	41247
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Internicola		Anthony	People's Party	Parti populaire	515	1.2	0	41247
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Julius		Larisa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3550	8.6	0	41247
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Ramdeen		Randi	Green Party	Parti Vert	1028	2.5	0	41247
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Yip		Jean	Liberal	Libéral	20778	50.4	0	41247
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Cannis		John	Independent	Indépendant(e)	2518	5.5	0	46076
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Chaudhry		Irshad	Conservative	Conservateur	10320	22.4	0	46076
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Hakimzadah		Dordana	Green Party	Parti Vert	1328	2.9	0	46076
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Kamal		Faiz	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5329	11.6	0	46076
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Vijeyaratnam		Jeremiah	People's Party	Parti populaire	1157	2.5	0	46076
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Zahid		Salma	Liberal	Libéral	25424	55.2	0	46076
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Abara		Stephen	Independent	Indépendant(e)	71	.2	0	42219
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Alvi		Farhan	CFF - Canada's Fourth Front	QFC - Quatrième front du Canada	52	.1	0	42219
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Clarke		Kevin	Independent	Indépendant(e)	112	.3	0	42219
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Holding		Kathleen Marie	Independent	Indépendant(e)	70	.2	0	42219
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Jani		Jigna	People's Party	Parti populaire	643	1.5	0	42219
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	McKay		John	Liberal	Libéral	25797	61.1	0	42219
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	McMahon		Tara	Green Party	Parti Vert	1198	2.8	0	42219
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Spencer		Michelle	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4687	11.1	0	42219
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Stefanis		Gus	Nationalist	Nationaliste	88	.2	0	42219
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Thuraisingham		Quintus	Conservative	Conservateur	9501	22.5	0	42219
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Chen		Shaun	Liberal	Libéral	20605	53.5	0	38492
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Chen		Yan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4917	12.8	0	38492
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Guerrier		Jude	People's Party	Parti populaire	366	1	0	38492
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Kong		David	Conservative	Conservateur	11746	30.5	0	38492
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Robinson		Janet	UPC	UPC	82	.2	0	38492
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Velez		Avery	Green Party	Parti Vert	776	2	0	38492
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Anandasangaree		Gary	Liberal	Libéral	31339	62.3	0	50305
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Hamilton		Jessica	Green Party	Parti Vert	2324	4.6	0	50305
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Kwok		Kingsley	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5735	11.4	0	50305
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Sally		Dilano	People's Party	Parti populaire	466	.9	0	50305
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Singh		Bobby	Conservative	Conservateur	10088	20.1	0	50305
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Theodoru		Mark	Christian Heritage Party	Parti de l'Héritage Chrétien	353	.7	0	50305
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Blair		Bill	Liberal	Libéral	28640	57.2	0	50106
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Cain		Amanda	Green Party	Parti Vert	2428	4.8	0	50106
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Eratostene		Italo	People's Party	Parti populaire	584	1.2	0	50106
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Fawcett Smith		Kimberly	Conservative	Conservateur	10421	20.8	0	50106
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Luisi		Simon	Animal Protection Party	Parti Protection Animaux	233	.5	0	50106
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	McCrady		Keith	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7800	15.6	0	50106
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	D'Angelo		Tony	VCP	CAC	281	.4	0	74226
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Dowdall		Terry	Conservative	Conservateur	32444	43.7	0	74226
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Jackson		Sherri	Green Party	Parti Vert	8423	11.3	0	74226
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Kenney		Lorne	Liberal	Libéral	23372	31.5	0	74226
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Matthews		Ilona	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8320	11.2	0	74226
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Sommer		Richard	People's Party	Parti populaire	1386	1.9	0	74226
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Belcourt		Angelique	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8749	14	0	62302
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Brown		Chris	Christian Heritage Party	Parti de l'Héritage Chrétien	337	.5	0	62302
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Hawes		Gerry	Liberal	Libéral	19140	30.7	0	62302
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Makk		Stephen	People's Party	Parti populaire	1144	1.8	0	62302
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Powell		Valerie	Green Party	Parti Vert	5820	9.3	0	62302
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Stanton		Bruce	Conservative	Conservateur	27112	43.5	0	62302
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Fang		Frank	Conservative	Conservateur	10485	17.6	0	59648
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Maher		Dean	Green Party	Parti Vert	3067	5.1	0	59648
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Ramirez		Marcela	Independent	Indépendant(e)	148	.2	0	59648
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Stewart		Robert	People's Party	Parti populaire	661	1.1	0	59648
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Vaughan		Adam	Liberal	Libéral	33060	55.4	0	59648
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Yoon		Diana	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12227	20.5	0	59648
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	preliminary	préliminaires	Aman		Raheem	Green Party	Parti Vert	2080	3.9	0	53258
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	preliminary	préliminaires	Duncan		Eric	Conservative	Conservateur	28848	54.2	0	53258
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	preliminary	préliminaires	Megill		Heather	Liberal	Libéral	13585	25.5	0	53258
